worker_id,efficiency,skill_0,skill_1,skill_2,skill_3,skill_4
668,0.918544822804466,0,1,0,1,0
669,0.9631767804525129,1,1,1,0,1
670,0.8547285112118506,1,0,0,1,1
671,1.0299487718492135,1,1,1,0,0
672,1.1990320149051668,0,1,1,0,1
673,1.0803524040482633,0,1,1,1,1
674,1.0380851361653487,0,0,0,1,1
675,0.9569476371687176,1,0,0,1,0
676,1.1661195041142218,1,1,1,0,0
677,0.9987666384521398,0,0,1,1,1
678,0.8537467653252246,1,1,0,1,0
679,0.9461513852796534,0,0,0,1,1
680,0.8268666675391068,1,0,1,0,1
681,0.8807916150755126,1,1,0,0,0
682,0.8070675123999649,1,1,1,0,1
683,0.9813119666000654,0,1,0,1,0
684,1.0538161059807187,0,0,0,1,1
685,0.9373169849515631,1,1,1,0,0
686,0.9681527086021109,0,1,1,1,1
687,1.1836837091378303,1,0,1,0,0
688,1.100785248629966,0,1,1,1,1
689,1.0163426547779806,1,0,1,1,1
690,0.9138163500447302,1,0,0,1,0
691,1.158798719509198,1,1,0,0,1
692,0.8940388467522639,1,1,1,0,1
693,0.9301370922066708,1,1,1,1,0
694,1.1636259257691794,0,1,1,1,1
695,1.011816822114029,1,1,0,1,1
696,1.0969271797671907,1,1,0,0,0
697,1.0362979176655065,0,0,1,1,0
698,1.061375683603798,0,0,1,1,1
699,0.9197533166059302,0,0,0,1,1
700,0.8965488246506652,1,1,1,0,1
701,0.9289969388674661,1,1,1,0,1
702,0.862176625633369,1,1,1,1,0
703,1.149725746116323,1,1,0,1,1
704,0.9132987733000456,0,0,1,1,1
705,1.0245957577657538,1,0,1,1,1
706,1.1167897700565497,1,1,0,0,0
707,1.1135296437502853,1,1,1,0,0
708,0.9753545034336771,0,1,1,1,0
709,0.9905029234346903,0,1,1,1,1
710,1.1978806995740099,1,0,0,1,1
711,1.0698389907916095,0,1,0,0,1
712,1.1258553772471531,1,1,1,0,0
713,1.1610215876876928,1,0,0,1,1
714,1.1150359344917358,0,1,1,1,1
715,0.8740717379814271,1,0,1,1,1
716,1.0248682934950288,1,1,0,0,0
717,0.840757662925818,1,1,1,1,0
718,1.0611688506255994,1,0,1,1,1
719,1.1821397712751245,0,1,1,1,1
720,1.0050928257200444,1,0,0,0,1
721,0.9731889971471068,0,1,0,1,1
722,0.8143371005672653,1,1,1,0,0
723,1.1839098089316882,0,0,1,1,0
724,0.8412010736520635,0,1,0,1,1
725,0.8164316373219388,1,0,1,1,1
726,0.8984266446019754,1,1,1,0,0
727,0.826212173567353,1,1,1,0,1
728,0.9820471369647049,0,0,0,1,1
729,1.006435120502845,1,0,0,0,1
730,0.9250279796114336,1,1,1,0,0
731,0.8203841930299545,1,1,1,1,0
732,0.8446401472996907,0,1,1,0,1
733,0.9538017511959712,0,1,1,1,0
734,0.8242113803306145,1,0,1,1,1
735,1.0792758902439654,1,0,0,1,1
736,0.8828082166099248,1,1,0,0,1
737,0.9208286275134554,1,1,1,1,0
738,0.957650310871239,0,1,1,1,1
739,0.9666438532276591,0,0,0,1,1
740,0.8006642830699202,1,1,0,1,0
741,0.8448281483994791,1,1,0,0,1
742,1.1451058254963513,0,1,1,0,0
743,0.8004932250047633,1,0,1,1,0
744,1.0032669423251501,0,0,0,1,1
745,0.9958008026028833,1,0,1,0,1
746,0.9332376644042552,0,1,1,1,0
747,0.9725308080585798,1,1,1,0,1
748,1.1122324550106337,1,0,1,1,1
749,1.1364814824859826,0,1,0,0,1
750,0.9041394173661,1,1,0,1,0
751,0.928996176387092,0,1,0,1,1
752,0.8969931412113331,1,0,1,0,0
753,0.991945360220426,1,0,1,1,0
754,1.0733033430635253,0,0,1,0,1
755,0.8913011501853683,1,0,0,1,0
756,0.9322942968219466,0,1,1,1,1
757,1.17215384703566,1,1,1,0,1
758,0.8194277159387833,0,1,1,1,1
759,0.9843078420958264,0,0,0,1,1
760,1.084623216638711,1,1,0,0,0
761,0.8601816046229896,1,1,1,0,1
762,0.8189496080021927,0,1,1,0,0
763,0.8552821486554123,1,1,1,1,0
764,1.1675292774122732,1,0,1,1,1
765,0.8037039127284494,1,0,0,0,1
766,0.8753287899245408,0,1,0,1,0
767,0.8125134051606578,1,0,1,0,1
768,0.8442517870248814,0,1,0,1,1
769,1.0480597146513184,0,0,0,1,1
770,0.8966555634956344,1,1,1,0,0
771,1.0276848201722708,1,1,0,1,1
772,1.0360781531064505,1,0,1,1,0
773,1.1397741332359117,0,1,1,1,1
774,0.8018965571647496,0,0,1,0,1
775,1.1413477837369466,1,1,0,1,0
776,1.0476476345707897,1,1,0,1,1
777,0.8650973944419831,1,1,1,0,0
778,1.1091749552541135,0,0,1,1,0
779,1.1421966167162343,1,1,1,0,1
780,0.9017053935016629,1,1,0,1,1
781,1.1675174723610724,1,1,0,0,0
782,0.9817829721194631,0,0,1,1,1
783,1.0413697817333285,1,1,1,1,0
784,1.1938598134470575,0,0,1,1,1
785,0.9446144314556797,1,0,0,1,1
786,1.125263738328045,1,1,0,0,0
787,0.9273596471313839,1,1,1,0,1
788,1.1196854088965964,0,0,1,1,0
789,1.0402935675450569,0,0,0,1,1
790,0.8865422780901606,1,0,1,0,0
791,0.9656104375156945,1,1,1,0,1
792,0.9270542537454247,0,1,1,1,0
793,0.8312433572321456,1,1,0,1,1
794,0.8119339080398791,0,1,1,1,1
795,0.9385914621628724,1,1,0,1,1
796,0.8076136591269947,0,1,0,0,1
797,0.8661951030327101,1,0,1,1,1
798,1.0900733283403474,1,0,1,1,0
799,1.0832364942734352,1,1,1,0,1
800,1.095432154582953,1,0,0,1,1
801,0.9268612684519915,0,1,1,1,0
802,1.156007782847078,0,1,1,0,0
803,1.037532219211379,0,1,0,1,1
804,0.8504105366986506,1,0,1,0,1
805,0.8574874645822137,1,0,1,1,0
806,1.0772381707718806,0,1,0,0,1
807,0.8691775745768313,1,1,1,0,0
808,1.0029170806328174,0,0,1,1,0
809,1.1967097903714843,0,1,0,0,1
810,0.8016030418933359,1,0,1,1,1
811,0.8066319207590228,1,1,0,0,0
812,1.1972338327722025,0,0,1,1,0
813,1.0338555336536661,1,0,0,1,1
814,0.8507639902074053,0,1,0,0,1
815,1.1589208799016375,1,1,1,1,0
816,1.152152120051077,1,1,0,0,1
817,1.01448016524455,0,1,1,0,0
818,1.0487168119443027,1,0,1,1,1
819,0.9092748766003506,1,1,0,1,1
820,0.8202078785488021,1,0,1,1,1
821,1.0378270435563457,0,1,1,1,0
822,0.9179020772811052,0,1,1,0,1
823,1.0654484186641406,1,0,0,1,1
824,1.1344980707370405,1,0,1,0,1
825,0.8072642175657456,1,1,0,1,0
826,1.038285509874291,0,1,1,0,0
827,0.8925122158747409,1,1,1,0,1
828,1.1495553991615206,1,1,0,1,1
829,0.9014658026247314,0,0,0,1,1
830,1.0443080532941673,1,0,0,1,0
831,1.0214163360358446,0,1,1,1,1
832,0.9584666000236995,1,1,1,0,0
833,1.0710483054399176,0,0,1,1,1
834,1.0903078538861735,1,1,0,0,1
835,1.0267751181277547,1,1,1,1,0
836,1.1033688948739016,1,1,1,1,0
837,1.193366830397175,0,0,1,0,1
838,0.9677089551603221,0,1,0,1,0
839,1.0058332207542124,0,0,0,1,1
840,0.8049879511764854,1,0,1,0,0
841,1.1184114225241513,0,1,0,0,1
842,1.0080920268183975,1,0,1,0,1
843,0.963184572144226,1,1,1,1,0
844,0.8376287852357583,0,0,0,1,1
845,1.155862568670159,1,1,1,0,1
846,0.9580028960162226,1,1,1,1,0
847,1.0730326392836882,1,1,1,0,1
848,0.8597496625472604,0,1,0,1,0
849,1.184619851816413,0,0,0,1,1
850,0.8713767047287324,1,0,1,1,1
851,0.8798167971597962,1,1,1,0,0
852,1.1435931442230856,0,1,1,0,1
853,1.1650330976567724,1,1,0,1,1
854,0.8848589630093205,1,0,0,1,1
855,0.9879203552699312,1,0,0,1,0
856,1.093397961825132,0,1,1,0,1
857,1.1513462935243206,1,1,1,0,0
858,0.9516210780149221,1,0,1,1,1
859,1.0068077947397718,0,1,0,1,1
860,1.096686564207894,1,1,1,1,0
861,1.0924543906611182,1,1,1,0,1
862,1.113184052010434,0,0,1,1,0
863,1.0279735274566106,1,1,0,1,1
864,0.8418460387219101,0,0,1,0,1
865,1.161589316351216,1,0,1,1,1
866,1.1462290157284112,0,1,0,1,0
867,1.1192389743273332,1,0,1,0,0
868,0.8399449908642919,0,1,1,1,1
869,0.8817589468325717,1,0,0,1,1
870,1.0974401460430607,1,1,0,1,1
871,0.8092560378327787,1,1,0,0,0
872,1.1916898534829117,1,1,1,0,0
873,0.9508578721422722,0,0,1,1,1
874,1.0877250134763294,0,0,0,1,1
875,1.1550284353952174,1,1,1,0,0
876,0.9578519552600329,0,1,0,1,0
877,0.9276529954398665,1,1,1,0,1
878,1.0434964515592986,1,0,1,1,1
879,1.0323957494992202,0,0,0,1,1
880,0.9636559910499188,1,1,0,0,0
881,1.0407099023470834,0,1,1,1,0
882,1.174152547826598,1,1,1,0,1
883,0.9870561026506386,1,0,1,1,0
884,0.8786968723002526,0,1,0,0,1
885,0.9508823931532016,1,0,0,1,1
886,0.9576427930372474,1,1,1,0,0
887,0.852443477210488,0,1,1,0,0
888,0.865148600221822,0,0,1,1,1
889,1.0738248293574708,0,0,0,1,1
890,0.935791101683561,1,0,0,1,0
891,1.181959356742323,1,1,1,0,1
892,0.897438698143443,0,1,1,0,0
893,0.839569802041929,1,0,0,1,1
894,1.1014018252001032,0,1,1,1,1
895,1.152414420767148,1,1,1,0,1
896,0.9112453427485951,1,1,0,1,0
897,0.8808352406581912,1,1,1,0,0
898,0.8743064539484349,0,0,0,1,1
899,1.008804920546605,0,0,1,1,1
900,0.9873666564987084,1,1,0,1,0
901,0.9037759359418137,1,1,0,0,1
902,0.8180692467957706,1,1,1,1,0
903,0.9925965361305122,0,0,1,1,0
904,1.1837329390542433,0,0,1,0,1
905,1.0610076803010653,1,0,1,0,1
906,0.9982026226514473,0,1,0,1,1
907,0.8442768296118465,1,1,1,0,1
908,0.9009745162198349,1,1,1,1,0
909,0.9179095798298171,0,1,0,1,1
910,1.1059214210428938,1,0,0,1,1
911,1.1506843189058478,1,1,1,0,1
912,1.1606567414265754,0,1,1,1,0
913,1.1938274433003015,1,0,0,1,0
914,1.192946673241813,1,0,1,1,1
915,1.1811996531071927,1,1,1,0,1
916,0.8287288562011538,1,1,0,1,0
917,0.8551174143711221,0,1,1,1,1
918,0.9217866105904131,0,0,1,1,0
919,1.0211593016257845,1,1,1,0,1
920,0.8387911554821917,1,0,0,0,1
921,1.138318783120857,0,1,1,1,1
922,1.0467024716309237,1,1,1,0,1
923,1.016945760920882,1,1,1,1,0
924,0.8661245293469165,0,0,0,1,1
925,0.9013021897600789,1,1,0,0,0
926,0.8641248099929033,0,1,1,1,1
927,1.1407732631179195,1,0,1,0,0
928,1.0336911440244874,0,0,1,1,0
929,1.0940517710078534,0,0,0,1,1
930,0.9184131451640103,1,1,0,1,1
931,0.9485010548353109,1,1,1,0,0
932,0.9619419857706135,1,0,1,0,1
933,1.104005988697614,0,1,0,1,0
934,1.1089411950698271,1,1,0,0,1
935,0.8827254110056127,1,0,1,1,1
936,1.1766155426952396,1,1,0,0,1
937,0.8482621349774746,0,1,1,1,1
938,1.158448832969452,0,0,1,1,0
939,0.8401582582599237,1,1,0,1,1
940,0.9058159244605245,1,0,1,0,1
941,1.1385914144271827,1,1,0,0,0
942,0.871796828938435,0,1,1,1,0
943,0.9654271725239879,1,0,1,1,1
944,0.9799437199776505,0,1,1,1,1
945,0.8981035892092839,1,0,1,1,0
946,1.0840980805343947,1,1,0,1,1
947,1.1405338597608816,1,1,1,0,0
948,1.1498300559422288,0,0,1,1,1
949,0.9357288582946244,0,1,0,1,1
950,1.0123401577151259,1,1,0,0,0
951,0.8993625615462606,1,1,0,0,1
952,0.8979186006200582,1,1,1,0,1
953,0.8645016251407697,1,0,1,1,0
954,1.1760076043230059,0,0,1,1,1
955,1.155195531442232,1,0,1,1,1
956,1.110943485331077,0,1,1,1,1
957,1.0070646085150916,1,1,1,0,1
958,0.9962431662047487,0,1,1,1,0
959,1.0118982664729992,1,1,0,1,1
960,1.0146272054308356,1,1,1,0,0
961,0.9738252338790762,1,1,0,1,0
962,0.8527019331568271,0,0,1,1,1
963,0.8502655411474145,0,0,1,1,1
964,1.1808998863382731,0,1,0,0,1
965,0.9928123038345402,1,0,1,1,0
966,1.1812822099620757,1,1,0,1,1
967,0.865430751084044,1,1,1,0,0
968,1.0217666208159735,0,0,1,1,1
969,0.8830869013406157,0,1,0,0,1
970,0.9012738424506407,1,0,0,0,1
971,0.8120218315044716,1,1,0,0,0
972,0.8475813242960846,0,1,1,1,0
973,1.1667393630516782,1,0,1,1,0
974,0.9286131965929327,1,1,0,1,1
975,1.0432516847658366,1,0,1,0,0
976,0.9860056527957092,0,1,0,0,1
977,0.9601804980981113,0,0,1,1,0
978,1.0127544365384273,0,0,1,1,0
979,0.8748955778461367,0,1,0,0,1
980,1.1954415594078305,1,1,0,1,1
981,1.1273231474815453,1,1,1,0,1
982,1.096645853092606,1,0,1,1,1
983,0.987503718805581,1,1,1,1,0
984,0.8611508488505344,1,1,1,0,1
985,1.1682663433094271,1,0,0,1,1
986,0.9365548269526911,0,1,0,0,1
987,0.8200426758787736,1,0,1,0,0
988,0.9369614707242515,0,0,1,1,0
989,1.1177828121983537,1,1,0,1,1
990,1.0490834979952832,1,0,1,0,0
991,1.1003354338979439,0,1,0,0,1
992,1.117454153544951,0,1,1,1,1
993,0.8847818444322171,1,1,1,1,0
994,1.1695133264372721,1,0,1,1,1
995,0.9751958411681491,1,0,0,1,0
996,1.0556054597056659,1,1,0,1,1
997,0.8009235090346969,0,1,1,0,0
998,1.1973473993644712,0,1,1,1,1
999,0.912358554385662,0,1,0,1,1
